-2409559.19775425,-4478143.80132861,3838837.31070741
-2409556.715404,-4478139.18790331,3838844.20409742
-2409554.23304927,-4478134.57446968,3838851.09748039
-2409551.75387258,-4478129.9669424,3838857.98201866
-2409549.2715089,-4478125.35349213,3838864.87538756
-2409546.78914074,-4478120.74003354,3838871.76874941
-2409544.30995064,-4478116.13248133,3838878.6532666
-2409541.82757353,-4478111.5190061,3838885.54661438
-2409539.34519193,-4478106.90552254,3838892.43995512
-2409536.86598841,-4478102.2979454,3838899.32445122
-2409534.38359787,-4478097.68444521,3838906.21777789
-2409531.90120284,-4478093.07093669,3838913.11109752
-2409529.42198591,-4478088.46333461,3838919.99557253
-2409526.93958193,-4478083.84980945,3838926.88887808
-2409524.45717347,-4478079.23627597,3838933.7821766
-2409521.97794312,-4478074.62864896,3838940.66663052
-2409519.49552571,-4478070.01509884,3838947.55991496
-2409517.01310382,-4478065.40154039,3838954.45319236
-2409514.53386006,-4478060.79388845,3838961.3376252
-2409512.05142922,-4478056.18031337,3838968.23088852
-2409509.5689939,-4478051.56672996,3838975.12414481
-2409507.0865541,-4478046.95313822,3838982.01739405
-2409504.60729244,-4478042.34545304,3838988.90179877
-2409502.12484369,-4478037.73184466,3838995.79503394
-2409499.64239046,-4478033.11822796,3839002.68826207
-2409497.16311539,-4478028.51051785,3839009.57264569
-2409494.6806532,-4478023.89688451,3839016.46585975
-2409492.19818654,-4478019.28324285,3839023.35906676
-2409489.71889805,-4478014.6755078,3839030.2434293
-2409487.23642243,-4478010.0618495,3839037.13662224
-2409484.75394234,-4478005.44818287,3839044.02980814
-2409482.27464044,-4478000.84042289,3839050.9141496
-2409479.79215139,-4477996.22673963,3839057.80732142
-2409477.30965786,-4477991.61304804,3839064.70048621
-2409474.83034255,-4477987.00526313,3839071.58480657
-2409472.34784006,-4477982.3915549,3839078.47795728
-2409469.8653331,-4477977.77783835,3839085.37110095
-2409467.38600438,-4477973.17002851,3839092.25540023
-2409464.90348846,-4477968.55629532,3839099.14852982
-2409462.42096807,-4477963.9425538,3839106.04165238
-2409459.94162593,-4477959.33471903,3839112.92593056
-2409526.40395621,-4478462.65328477,3838462.65328477
-2409012.78102577,-4478359.41528603,3838927.77534278
-2408760.63896666,-4477907.3737839,3839611.29615143
-2408634.30455749,-4477668.78932455,3839968.52729265
-2408586.94342386,-4477576.60494004,3840105.79727793
-2408537.40474229,-4477494.34616809,3840232.92094509
-2408747.78094289,-4477384.00049042,3840229.15199514
-2409096.94098995,-4477197.93795988,3840226.57588638
-2409276.39674747,-4477100.24110653,3840228.05015499
-2409416.40609143,-4477027.5885798,3840223.77400983
-2409673.7580479,-4476887.1827387,3840227.6220679
-2410031.34537363,-4476692.32521486,3840227.55617913
-2410136.61302576,-4477011.62644444,3839785.88734814
-2410521.90202796,-4477836.38244817,3838585.72311405
-2410681.08306813,-4477745.80242963,3838598.82159071
