u,v
-1196.8,-1097.15
1126.06,1207.28
-1126.06,-1207.28
1010.74,1394.28
-1010.74,-1394.28
952.925,1493.55
-952.925,-1493.55
905.296,1565.03
-905.296,-1565.03
822.603,1708.99
-822.603,-1708.99
707.536,1904.25
-707.536,-1904.25
407.32,1446.08
-407.32,-1446.08
-448.311,251.336
448.311,-251.336
-496.819,350.984
496.819,-350.984
5.01745,6.72331
-5.01745,-6.72331
10.0285,13.438
-10.0285,-13.438
15.046,20.1613
-15.046,-20.1613
20.0634,26.8846
-20.0634,-26.8846
25.0745,33.5993
-25.0745,-33.5993
30.092,40.3225
-30.092,-40.3225
35.1095,47.0458
-35.1095,-47.0458
40.1206,53.7605
-40.1206,-53.7605
45.1381,60.4838
-45.1381,-60.4838
50.1556,67.207
-50.1556,-67.207
55.1667,73.9217
-55.1667,-73.9217
60.1843,80.6449
-60.1843,-80.6449
65.2019,87.3682
-65.2019,-87.3682
70.213,94.0828
-70.213,-94.0828
75.2306,100.806
-75.2306,-100.806
80.2482,107.529
-80.2482,-107.529
85.2593,114.244
-85.2593,-114.244
90.2769,120.967
-90.2769,-120.967
95.2946,127.69
-95.2946,-127.69
100.306,134.405
-100.306,-134.405
105.323,141.128
-105.323,-141.128
110.341,147.851
-110.341,-147.851
115.359,154.575
-115.359,-154.575
120.37,161.289
-120.37,-161.289
125.388,168.012
-125.388,-168.012
130.405,174.736
-130.405,-174.736
135.417,181.45
-135.417,-181.45
140.434,188.173
-140.434,-188.173
145.452,194.896
-145.452,-194.896
150.463,201.611
-150.463,-201.611
155.481,208.334
-155.481,-208.334
160.499,215.057
-160.499,-215.057
165.51,221.772
-165.51,-221.772
170.528,228.495
-170.528,-228.495
175.545,235.218
-175.545,-235.218
180.557,241.933
-180.557,-241.933
185.575,248.656
-185.575,-248.656
190.592,255.379
-190.592,-255.379
195.604,262.093
-195.604,-262.093
200.622,268.817
-200.622,-268.817
205.639,275.54
-205.639,-275.54
210.651,282.254
-210.651,-282.254
-192.245,-435.35
192.245,435.35
243.941,-177.636
-243.941,177.636
741.874,484.986
-741.874,-484.986
999.911,834.043
-999.911,-834.043
1098.58,968.77
-1098.58,-968.77
1191.78,1090.43
-1191.78,-1090.43
1121.05,1200.56
-1121.05,-1200.56
1005.72,1387.56
-1005.72,-1387.56
947.908,1486.82
-947.908,-1486.82
900.279,1558.31
-900.279,-1558.31
817.586,1702.27
-817.586,-1702.27
702.518,1897.53
-702.518,-1897.53
402.303,1439.36
-402.303,-1439.36
-453.328,244.613
453.328,-244.613
-501.837,344.261
501.837,-344.261
5.01103,6.71468
-5.01103,-6.71468
10.0285,13.438
-10.0285,-13.438
15.046,20.1613
-15.046,-20.1613
20.057,26.876
-20.057,-26.876
25.0745,33.5992
-25.0745,-33.5992
30.092,40.3225
-30.092,-40.3225
35.1031,47.0372
-35.1031,-47.0372
40.1207,53.7604
-40.1207,-53.7604
45.1382,60.4837
-45.1382,-60.4837
50.1493,67.1984
-50.1493,-67.1984
55.1668,73.9216
-55.1668,-73.9216
60.1844,80.6449
-60.1844,-80.6449
65.1955,87.3595
-65.1955,-87.3595
70.2131,94.0827
-70.2131,-94.0827
75.2307,100.806
-75.2307,-100.806
80.2419,107.521
-80.2419,-107.521
85.2595,114.244
-85.2595,-114.244
90.2771,120.967
-90.2771,-120.967
95.2883,127.682
-95.2883,-127.682
100.306,134.405
-100.306,-134.405
105.324,141.128
-105.324,-141.128
110.341,147.851
-110.341,-147.851
115.352,154.566
-115.352,-154.566
120.37,161.289
-120.37,-161.289
125.388,168.012
-125.388,-168.012
130.399,174.727
-130.399,-174.727
135.417,181.45
-135.417,-181.45
140.434,188.173
-140.434,-188.173
145.446,194.888
-145.446,-194.888
150.463,201.611
-150.463,-201.611
155.481,208.334
-155.481,-208.334
160.493,215.049
-160.493,-215.049
165.51,221.772
-165.51,-221.772
170.528,228.495
-170.528,-228.495
175.539,235.209
-175.539,-235.209
180.557,241.933
-180.557,-241.933
185.575,248.656
-185.575,-248.656
190.586,255.37
-190.586,-255.37
195.604,262.093
-195.604,-262.093
200.622,268.816
-200.622,-268.816
205.633,275.531
-205.633,-275.531
-197.263,-442.074
197.263,442.074
238.924,-184.359
-238.924,184.359
736.857,478.262
-736.857,-478.262
994.893,827.32
-994.893,-827.32
1093.57,962.047
-1093.57,-962.047
1186.76,1083.71
-1186.76,-1083.71
1116.03,1193.84
-1116.03,-1193.84
1000.7,1380.83
-1000.7,-1380.83
942.89,1480.1
-942.89,-1480.1
895.262,1551.58
-895.262,-1551.58
812.568,1695.54
-812.568,-1695.54
697.501,1890.81
-697.501,-1890.81
397.285,1432.64
-397.285,-1432.64
-458.346,237.89
458.346,-237.89
-506.854,337.537
506.854,-337.537
5.01747,6.7233
-5.01747,-6.7233
10.035,13.4466
-10.035,-13.4466
15.046,20.1613
-15.046,-20.1613
20.0635,26.8846
-20.0635,-26.8846
25.081,33.6078
-25.081,-33.6078
30.0921,40.3225
-30.0921,-40.3225
35.1096,47.0458
-35.1096,-47.0458
40.1272,53.769
-40.1272,-53.769
45.1383,60.4837
-45.1383,-60.4837
50.1558,67.2069
-50.1558,-67.2069
55.1734,73.9302
-55.1734,-73.9302
60.1845,80.6448
-60.1845,-80.6448
65.2021,87.368
-65.2021,-87.368
70.2197,94.0913
-70.2197,-94.0913
75.2309,100.806
-75.2309,-100.806
80.2485,107.529
-80.2485,-107.529
85.2661,114.252
-85.2661,-114.252
90.2773,120.967
-90.2773,-120.967
95.2949,127.69
-95.2949,-127.69
100.313,134.413
-100.313,-134.413
105.33,141.137
-105.33,-141.137
110.341,147.851
-110.341,-147.851
115.359,154.574
-115.359,-154.574
120.377,161.298
-120.377,-161.298
125.388,168.012
-125.388,-168.012
130.406,174.735
-130.406,-174.735
135.423,181.458
-135.423,-181.458
140.435,188.173
-140.435,-188.173
145.452,194.896
-145.452,-194.896
150.47,201.619
-150.47,-201.619
155.481,208.334
-155.481,-208.334
160.499,215.057
-160.499,-215.057
165.517,221.78
-165.517,-221.78
170.528,228.495
-170.528,-228.495
175.546,235.218
-175.546,-235.218
180.564,241.941
-180.564,-241.941
185.575,248.655
-185.575,-248.655
190.593,255.379
-190.593,-255.379
195.611,262.102
-195.611,-262.102
200.622,268.816
-200.622,-268.816
-202.274,-448.788
202.274,448.788
233.913,-191.074
-233.913,191.074
731.846,471.548
-731.846,-471.548
989.882,820.605
-989.882,-820.605
1088.56,955.332
-1088.56,-955.332
1181.75,1076.99
-1181.75,-1076.99
1111.02,1187.12
-1111.02,-1187.12
995.691,1374.12
-995.691,-1374.12
937.879,1473.38
-937.879,-1473.38
890.251,1544.87
-890.251,-1544.87
807.557,1688.83
-807.557,-1688.83
692.49,1884.09
-692.49,-1884.09
392.274,1425.92
-392.274,-1425.92
-463.357,231.175
463.357,-231.175
-511.865,330.823
511.865,-330.823
5.01748,6.72329
-5.01748,-6.72329
10.0285,13.438
-10.0285,-13.438
15.046,20.1613
-15.046,-20.1613
20.0635,26.8845
-20.0635,-26.8845
25.0746,33.5992
-25.0746,-33.5992
30.0922,40.3225
-30.0922,-40.3225
35.1097,47.0457
-35.1097,-47.0457
40.1208,53.7604
-40.1208,-53.7604
45.1383,60.4836
-45.1383,-60.4836
50.1559,67.2069
-50.1559,-67.2069
55.167,73.9215
-55.167,-73.9215
60.1846,80.6447
-60.1846,-80.6447
65.2022,87.368
-65.2022,-87.368
70.2134,94.0826
-70.2134,-94.0826
75.231,100.806
-75.231,-100.806
80.2486,107.529
-80.2486,-107.529
85.2598,114.244
-85.2598,-114.244
90.2774,120.967
-90.2774,-120.967
95.2951,127.69
-95.2951,-127.69
100.313,134.413
-100.313,-134.413
105.324,141.128
-105.324,-141.128
110.342,147.851
-110.342,-147.851
115.359,154.574
-115.359,-154.574
120.371,161.289
-120.371,-161.289
125.388,168.012
-125.388,-168.012
130.406,174.735
-130.406,-174.735
135.417,181.45
-135.417,-181.45
140.435,188.173
-140.435,-188.173
145.453,194.896
-145.453,-194.896
150.464,201.611
-150.464,-201.611
155.482,208.334
-155.482,-208.334
160.5,215.057
-160.5,-215.057
165.511,221.771
-165.511,-221.771
170.529,228.495
-170.529,-228.495
175.546,235.218
-175.546,-235.218
180.558,241.932
-180.558,-241.932
185.576,248.655
-185.576,-248.655
190.593,255.378
-190.593,-255.378
195.605,262.093
-195.605,-262.093
-207.291,-455.512
207.291,455.512
228.895,-197.797
-228.895,197.797
726.828,464.824
-726.828,-464.824
984.865,813.882
-984.865,-813.882
1083.54,948.609
-1083.54,-948.609
1176.73,1070.27
-1176.73,-1070.27
1106,1180.4
-1106,-1180.4
990.674,1367.4
-990.674,-1367.4
932.862,1466.66
-932.862,-1466.66
885.233,1538.15
-885.233,-1538.15
802.54,1682.11
-802.54,-1682.11
687.472,1877.37
-687.472,-1877.37
387.257,1419.2
-387.257,-1419.2
-468.374,224.452
468.374,-224.452
-516.882,324.099
516.882,-324.099
5.01106,6.71467
-5.01106,-6.71467
10.0286,13.438
-10.0286,-13.438
15.0461,20.1612
-15.0461,-20.1612
20.0571,26.8759
-20.0571,-26.8759
25.0747,33.5992
-25.0747,-33.5992
30.0922,40.3224
-30.0922,-40.3224
35.1033,47.0371
-35.1033,-47.0371
40.1209,53.7603
-40.1209,-53.7603
45.1384,60.4836
-45.1384,-60.4836
50.1496,67.1982
-50.1496,-67.1982
55.1671,73.9215
-55.1671,-73.9215
60.1847,80.6447
-60.1847,-80.6447
65.1959,87.3593
-65.1959,-87.3593
70.2135,94.0825
-70.2135,-94.0825
75.2311,100.806
-75.2311,-100.806
80.2423,107.52
-80.2423,-107.52
85.2599,114.244
-85.2599,-114.244
90.2776,120.967
-90.2776,-120.967
95.2952,127.69
-95.2952,-127.69
100.306,134.405
-100.306,-134.405
105.324,141.128
-105.324,-141.128
110.342,147.851
-110.342,-147.851
115.353,154.566
-115.353,-154.566
120.371,161.289
-120.371,-161.289
125.388,168.012
-125.388,-168.012
130.4,174.726
-130.4,-174.726
135.417,181.45
-135.417,-181.45
140.435,188.173
-140.435,-188.173
145.447,194.887
-145.447,-194.887
150.464,201.61
-150.464,-201.61
155.482,208.334
-155.482,-208.334
160.493,215.048
-160.493,-215.048
165.511,221.771
-165.511,-221.771
170.529,228.494
-170.529,-228.494
175.54,235.209
-175.54,-235.209
180.558,241.932
-180.558,-241.932
185.576,248.655
-185.576,-248.655
190.587,255.37
-190.587,-255.37
-212.309,-462.235
212.309,462.235
223.878,-204.52
-223.878,204.52
721.811,458.101
-721.811,-458.101
979.848,807.159
-979.848,-807.159
1078.52,941.885
-1078.52,-941.885
1171.72,1063.55
-1171.72,-1063.55
1100.98,1173.67
-1100.98,-1173.67
985.656,1360.67
-985.656,-1360.67
927.844,1459.94
-927.844,-1459.94
880.216,1531.42
-880.216,-1531.42
797.522,1675.38
-797.522,-1675.38
682.455,1870.64
-682.455,-1870.64
382.239,1412.48
-382.239,-1412.48
-473.392,217.729
473.392,-217.729
-521.9,317.376
521.9,-317.376
5.0175,6.72329
-5.0175,-6.72329
10.035,13.4466
-10.035,-13.4466
15.0461,20.1612
-15.0461,-20.1612
20.0636,26.8845
-20.0636,-26.8845
25.0811,33.6078
-25.0811,-33.6078
30.0923,40.3224
-30.0923,-40.3224
35.1098,47.0457
-35.1098,-47.0457
40.1274,53.7689
-40.1274,-53.7689
45.1385,60.4835
-45.1385,-60.4835
50.1561,67.2068
-50.1561,-67.2068
55.1737,73.93
-55.1737,-73.93
60.1848,80.6446
-60.1848,-80.6446
65.2025,87.3679
-65.2025,-87.3679
70.2201,94.0911
-70.2201,-94.0911
75.2313,100.806
-75.2313,-100.806
80.2489,107.529
-80.2489,-107.529
85.2665,114.252
-85.2665,-114.252
90.2842,120.975
-90.2842,-120.975
95.2954,127.69
-95.2954,-127.69
100.313,134.413
-100.313,-134.413
105.331,141.136
-105.331,-141.136
110.342,147.851
-110.342,-147.851
115.36,154.574
-115.36,-154.574
120.377,161.297
-120.377,-161.297
125.389,168.012
-125.389,-168.012
130.406,174.735
-130.406,-174.735
135.424,181.458
-135.424,-181.458
140.435,188.173
-140.435,-188.173
145.453,194.896
-145.453,-194.896
150.471,201.619
-150.471,-201.619
155.482,208.333
-155.482,-208.333
160.5,215.057
-160.5,-215.057
165.518,221.78
-165.518,-221.78
170.529,228.494
-170.529,-228.494
175.547,235.217
-175.547,-235.217
180.565,241.94
-180.565,-241.94
185.576,248.655
-185.576,-248.655
-217.32,-468.95
217.32,468.95
218.867,-211.235
-218.867,211.235
716.8,451.386
-716.8,-451.386
974.836,800.444
-974.836,-800.444
1073.51,935.171
-1073.51,-935.171
1166.7,1056.83
-1166.7,-1056.83
1095.97,1166.96
-1095.97,-1166.96
980.645,1353.96
-980.645,-1353.96
922.833,1453.22
-922.833,-1453.22
875.205,1524.71
-875.205,-1524.71
792.511,1668.67
-792.511,-1668.67
677.444,1863.93
-677.444,-1863.93
377.228,1405.76
-377.228,-1405.76
-478.403,211.014
478.403,-211.014
-526.911,310.661
526.911,-310.661
5.01751,6.72328
-5.01751,-6.72328
10.0286,13.4379
-10.0286,-13.4379
15.0461,20.1612
-15.0461,-20.1612
20.0637,26.8845
-20.0637,-26.8845
25.0748,33.5991
-25.0748,-33.5991
30.0923,40.3224
-30.0923,-40.3224
35.1099,47.0456
-35.1099,-47.0456
40.121,53.7603
-40.121,-53.7603
45.1386,60.4835
-45.1386,-60.4835
50.1562,67.2067
-50.1562,-67.2067
55.1673,73.9213
-55.1673,-73.9213
60.185,80.6446
-60.185,-80.6446
65.2026,87.3678
-65.2026,-87.3678
70.2138,94.0824
-70.2138,-94.0824
75.2314,100.806
-75.2314,-100.806
80.249,107.529
-80.249,-107.529
85.2667,114.252
-85.2667,-114.252
90.2779,120.967
-90.2779,-120.967
95.2956,127.69
-95.2956,-127.69
100.313,134.413
-100.313,-134.413
105.325,141.128
-105.325,-141.128
110.342,147.851
-110.342,-147.851
115.36,154.574
-115.36,-154.574
120.371,161.288
-120.371,-161.288
125.389,168.012
-125.389,-168.012
130.407,174.735
-130.407,-174.735
135.418,181.449
-135.418,-181.449
140.436,188.172
-140.436,-188.172
145.453,194.896
-145.453,-194.896
150.465,201.61
-150.465,-201.61
155.483,208.333
-155.483,-208.333
160.5,215.056
-160.5,-215.056
165.512,221.771
-165.512,-221.771
170.53,228.494
-170.53,-228.494
175.547,235.217
-175.547,-235.217
180.559,241.932
-180.559,-241.932
-222.337,-475.673
222.337,475.673
213.849,-217.958
-213.849,217.958
711.782,444.663
-711.782,-444.663
969.819,793.721
-969.819,-793.721
1068.49,928.447
-1068.49,-928.447
1161.69,1050.11
-1161.69,-1050.11
1090.96,1160.24
-1090.96,-1160.24
975.628,1347.24
-975.628,-1347.24
917.816,1446.5
-917.816,-1446.5
870.187,1517.98
-870.187,-1517.98
787.494,1661.95
-787.494,-1661.95
672.426,1857.21
-672.426,-1857.21
372.211,1399.04
-372.211,-1399.04
-483.42,204.291
483.42,-204.291
-531.928,303.938
531.928,-303.938
5.01108,6.71466
-5.01108,-6.71466
10.0286,13.4379
-10.0286,-13.4379
15.0461,20.1612
-15.0461,-20.1612
20.0573,26.8758
-20.0573,-26.8758
25.0748,33.5991
-25.0748,-33.5991
30.0924,40.3223
-30.0924,-40.3223
35.1035,47.037
-35.1035,-47.037
40.1211,53.7602
-40.1211,-53.7602
45.1387,60.4835
-45.1387,-60.4835
50.1498,67.1981
-50.1498,-67.1981
55.1674,73.9213
-55.1674,-73.9213
60.1851,80.6445
-60.1851,-80.6445
65.1963,87.3591
-65.1963,-87.3591
70.2139,94.0823
-70.2139,-94.0823
75.2315,100.806
-75.2315,-100.806
80.2492,107.529
-80.2492,-107.529
85.2604,114.243
-85.2604,-114.243
90.2781,120.967
-90.2781,-120.967
95.2958,127.69
-95.2958,-127.69
100.307,134.404
-100.307,-134.404
105.325,141.127
-105.325,-141.127
110.342,147.851
-110.342,-147.851
115.354,154.565
-115.354,-154.565
120.371,161.288
-120.371,-161.288
125.389,168.012
-125.389,-168.012
130.4,174.726
-130.4,-174.726
135.418,181.449
-135.418,-181.449
140.436,188.172
-140.436,-188.172
145.447,194.887
-145.447,-194.887
150.465,201.61
-150.465,-201.61
155.483,208.333
-155.483,-208.333
160.494,215.048
-160.494,-215.048
165.512,221.771
-165.512,-221.771
170.53,228.494
-170.53,-228.494
175.541,235.208
-175.541,-235.208
-227.355,-482.396
227.355,482.396
208.832,-224.682
-208.832,224.682
706.765,437.94
-706.765,-437.94
964.801,786.997
-964.801,-786.997
1063.48,921.724
-1063.48,-921.724
1156.67,1043.38
-1156.67,-1043.38
1085.94,1153.51
-1085.94,-1153.51
970.61,1340.51
-970.61,-1340.51
912.798,1439.78
-912.798,-1439.78
865.17,1511.26
-865.17,-1511.26
782.476,1655.22
-782.476,-1655.22
667.409,1850.48
-667.409,-1850.48
367.193,1392.32
-367.193,-1392.32
-488.438,197.567
488.438,-197.567
-536.946,297.215
536.946,-297.215
5.01753,6.72327
-5.01753,-6.72327
10.0351,13.4465
-10.0351,-13.4465
15.0462,20.1612
-15.0462,-20.1612
20.0637,26.8844
-20.0637,-26.8844
25.0813,33.6077
-25.0813,-33.6077
30.0924,40.3223
-30.0924,-40.3223
35.11,47.0456
-35.11,-47.0456
40.1276,53.7688
-40.1276,-53.7688
45.1388,60.4834
-45.1388,-60.4834
50.1564,67.2066
-50.1564,-67.2066
55.174,73.9299
-55.174,-73.9299
60.1852,80.6445
-60.1852,-80.6445
65.2028,87.3677
-65.2028,-87.3677
70.2204,94.0909
-70.2204,-94.0909
75.2381,100.814
-75.2381,-100.814
80.2493,107.529
-80.2493,-107.529
85.267,114.252
-85.267,-114.252
90.2847,120.975
-90.2847,-120.975
95.2959,127.69
-95.2959,-127.69
100.314,134.413
-100.314,-134.413
105.331,141.136
-105.331,-141.136
110.343,147.851
-110.343,-147.851
115.36,154.574
-115.36,-154.574
120.378,161.297
-120.378,-161.297
125.389,168.011
-125.389,-168.011
130.407,174.735
-130.407,-174.735
135.425,181.458
-135.425,-181.458
140.436,188.172
-140.436,-188.172
145.454,194.895
-145.454,-194.895
150.472,201.619
-150.472,-201.619
155.483,208.333
-155.483,-208.333
160.501,215.056
-160.501,-215.056
165.519,221.779
-165.519,-221.779
170.53,228.494
-170.53,-228.494
-232.366,-489.111
232.366,489.111
203.821,-231.396
-203.821,231.396
701.754,431.225
-701.754,-431.225
959.79,780.283
-959.79,-780.283
1058.46,915.009
-1058.46,-915.009
1151.66,1036.67
-1151.66,-1036.67
1080.93,1146.8
-1080.93,-1146.8
965.599,1333.8
-965.599,-1333.8
907.787,1433.06
-907.787,-1433.06
860.158,1504.55
-860.158,-1504.55
777.465,1648.51
-777.465,-1648.51
662.398,1843.77
-662.398,-1843.77
362.182,1385.6
-362.182,-1385.6
-493.449,190.853
493.449,-190.853
-541.957,290.5
541.957,-290.5
5.01753,6.72327
-5.01753,-6.72327
10.0286,13.4379
-10.0286,-13.4379
15.0462,20.1612
-15.0462,-20.1612
20.0638,26.8844
-20.0638,-26.8844
25.0749,33.599
-25.0749,-33.599
30.0925,40.3223
-30.0925,-40.3223
35.1101,47.0455
-35.1101,-47.0455
40.1212,53.7601
-40.1212,-53.7601
45.1388,60.4834
-45.1388,-60.4834
50.1565,67.2066
-50.1565,-67.2066
55.1676,73.9212
-55.1676,-73.9212
60.1853,80.6444
-60.1853,-80.6444
65.2029,87.3676
-65.2029,-87.3676
70.2206,94.0908
-70.2206,-94.0908
75.2318,100.805
-75.2318,-100.805
80.2495,107.529
-80.2495,-107.529
85.2672,114.252
-85.2672,-114.252
90.2784,120.966
-90.2784,-120.966
95.2961,127.69
-95.2961,-127.69
100.314,134.413
-100.314,-134.413
105.325,141.127
-105.325,-141.127
110.343,147.85
-110.343,-147.85
115.361,154.574
-115.361,-154.574
120.372,161.288
-120.372,-161.288
125.39,168.011
-125.39,-168.011
130.407,174.734
-130.407,-174.734
135.419,181.449
-135.419,-181.449
140.436,188.172
-140.436,-188.172
145.454,194.895
-145.454,-194.895
150.466,201.61
-150.466,-201.61
155.483,208.333
-155.483,-208.333
160.501,215.056
-160.501,-215.056
165.513,221.77
-165.513,-221.77
-237.383,-495.834
237.383,495.834
198.803,-238.12
-198.803,238.12
696.736,424.502
-696.736,-424.502
954.773,773.56
-954.773,-773.56
1053.45,908.286
-1053.45,-908.286
1146.64,1029.95
-1146.64,-1029.95
1075.91,1140.08
-1075.91,-1140.08
960.582,1327.07
-960.582,-1327.07
902.769,1426.34
-902.769,-1426.34
855.141,1497.82
-855.141,-1497.82
772.448,1641.78
-772.448,-1641.78
657.38,1837.05
-657.38,-1837.05
357.165,1378.88
-357.165,-1378.88
-498.466,184.129
498.466,-184.129
-546.975,283.777
546.975,-283.777
5.01111,6.71464
-5.01111,-6.71464
10.0287,13.4379
-10.0287,-13.4379
15.0462,20.1612
-15.0462,-20.1612
20.0574,26.8758
-20.0574,-26.8758
25.0749,33.599
-25.0749,-33.599
30.0925,40.3223
-30.0925,-40.3223
35.1037,47.0369
-35.1037,-47.0369
40.1213,53.7601
-40.1213,-53.7601
45.1389,60.4833
-45.1389,-60.4833
50.1501,67.1979
-50.1501,-67.1979
55.1677,73.9211
-55.1677,-73.9211
60.1854,80.6444
-60.1854,-80.6444
65.203,87.3676
-65.203,-87.3676
70.2143,94.0821
-70.2143,-94.0821
75.2319,100.805
-75.2319,-100.805
80.2496,107.529
-80.2496,-107.529
85.2609,114.243
-85.2609,-114.243
90.2786,120.966
-90.2786,-120.966
95.2963,127.689
-95.2963,-127.689
100.308,134.404
-100.308,-134.404
105.325,141.127
-105.325,-141.127
110.343,147.85
-110.343,-147.85
115.354,154.565
-115.354,-154.565
120.372,161.288
-120.372,-161.288
125.39,168.011
-125.39,-168.011
130.401,174.726
-130.401,-174.726
135.419,181.449
-135.419,-181.449
140.437,188.172
-140.437,-188.172
145.448,194.886
-145.448,-194.886
150.466,201.61
-150.466,-201.61
155.484,208.333
-155.484,-208.333
160.495,215.047
-160.495,-215.047
-242.401,-502.557
242.401,502.557
193.786,-244.843
-193.786,244.843
691.719,417.779
-691.719,-417.779
949.755,766.836
-949.755,-766.836
1048.43,901.563
-1048.43,-901.563
1141.62,1023.22
-1141.62,-1023.22
1070.89,1133.35
-1070.89,-1133.35
955.564,1320.35
-955.564,-1320.35
897.752,1419.62
-897.752,-1419.62
850.123,1491.1
-850.123,-1491.1
767.43,1635.06
-767.43,-1635.06
652.363,1830.32
-652.363,-1830.32
352.147,1372.15
-352.147,-1372.15
-503.484,177.406
503.484,-177.406
-551.992,277.054
551.992,-277.054
5.01755,6.72326
-5.01755,-6.72326
10.0351,13.4465
-10.0351,-13.4465
15.0463,20.1611
-15.0463,-20.1611
20.0638,26.8844
-20.0638,-26.8844
25.0814,33.6076
-25.0814,-33.6076
30.0926,40.3222
-30.0926,-40.3222
35.1102,47.0455
-35.1102,-47.0455
40.1278,53.7687
-40.1278,-53.7687
45.139,60.4833
-45.139,-60.4833
50.1566,67.2065
-50.1566,-67.2065
55.1743,73.9297
-55.1743,-73.9297
60.1919,80.6529
-60.1919,-80.6529
65.2032,87.3675
-65.2032,-87.3675
70.2208,94.0907
-70.2208,-94.0907
75.2385,100.814
-75.2385,-100.814
80.2498,107.528
-80.2498,-107.528
85.2675,114.252
-85.2675,-114.252
90.2852,120.975
-90.2852,-120.975
95.2964,127.689
-95.2964,-127.689
100.314,134.413
-100.314,-134.413
105.332,141.136
-105.332,-141.136
110.343,147.85
-110.343,-147.85
115.361,154.573
-115.361,-154.573
120.379,161.297
-120.379,-161.297
125.39,168.011
-125.39,-168.011
130.408,174.734
-130.408,-174.734
135.426,181.457
-135.426,-181.457
140.437,188.172
-140.437,-188.172
145.455,194.895
-145.455,-194.895
150.473,201.618
-150.473,-201.618
155.484,208.333
-155.484,-208.333
-247.412,-509.272
247.412,509.272
188.775,-251.558
-188.775,251.558
686.708,411.064
-686.708,-411.064
944.744,760.122
-944.744,-760.122
1043.42,894.848
-1043.42,-894.848
1136.61,1016.51
-1136.61,-1016.51
1065.88,1126.64
-1065.88,-1126.64
950.553,1313.64
-950.553,-1313.64
892.741,1412.9
-892.741,-1412.9
845.112,1484.39
-845.112,-1484.39
762.419,1628.35
-762.419,-1628.35
647.352,1823.61
-647.352,-1823.61
347.136,1365.44
-347.136,-1365.44
-508.495,170.691
508.495,-170.691
-557.003,270.339
557.003,-270.339
5.01756,6.72325
-5.01756,-6.72325
10.0287,13.4379
-10.0287,-13.4379
15.0463,20.1611
-15.0463,-20.1611
20.0639,26.8844
-20.0639,-26.8844
25.075,33.599
-25.075,-33.599
30.0926,40.3222
-30.0926,-40.3222
35.1103,47.0454
-35.1103,-47.0454
40.1214,53.76
-40.1214,-53.76
45.1391,60.4832
-45.1391,-60.4832
50.1567,67.2065
-50.1567,-67.2065
55.1744,73.9297
-55.1744,-73.9297
60.1856,80.6442
-60.1856,-80.6442
65.2033,87.3674
-65.2033,-87.3674
70.221,94.0906
-70.221,-94.0906
75.2322,100.805
-75.2322,-100.805
80.2499,107.528
-80.2499,-107.528
85.2676,114.252
-85.2676,-114.252
90.2789,120.966
-90.2789,-120.966
95.2966,127.689
-95.2966,-127.689
100.314,134.412
-100.314,-134.412
105.326,141.127
-105.326,-141.127
110.343,147.85
-110.343,-147.85
115.361,154.573
-115.361,-154.573
120.373,161.288
-120.373,-161.288
125.39,168.011
-125.39,-168.011
130.408,174.734
-130.408,-174.734
135.419,181.449
-135.419,-181.449
140.437,188.172
-140.437,-188.172
145.455,194.895
-145.455,-194.895
150.466,201.609
-150.466,-201.609
-252.429,-515.995
252.429,515.995
183.757,-258.281
-183.757,258.281
681.69,404.341
-681.69,-404.341
939.727,753.398
-939.727,-753.398
1038.4,888.125
-1038.4,-888.125
1131.6,1009.79
-1131.6,-1009.79
1060.86,1119.91
-1060.86,-1119.91
945.535,1306.91
-945.535,-1306.91
887.723,1406.18
-887.723,-1406.18
840.095,1477.66
-840.095,-1477.66
757.401,1621.62
-757.401,-1621.62
642.334,1816.88
-642.334,-1816.88
342.118,1358.72
-342.118,-1358.72
-513.513,163.968
513.513,-163.968
-562.021,263.616
562.021,-263.616
5.01114,6.71463
-5.01114,-6.71463
10.0287,13.4379
-10.0287,-13.4379
15.0463,20.1611
-15.0463,-20.1611
20.0575,26.8757
-20.0575,-26.8757
25.0751,33.599
-25.0751,-33.599
30.0927,40.3222
-30.0927,-40.3222
35.1039,47.0368
-35.1039,-47.0368
40.1215,53.76
-40.1215,-53.76
45.1392,60.4832
-45.1392,-60.4832
50.1568,67.2064
-50.1568,-67.2064
55.168,73.921
-55.168,-73.921
60.1857,80.6442
-60.1857,-80.6442
65.2034,87.3674
-65.2034,-87.3674
70.2146,94.0819
-70.2146,-94.0819
75.2323,100.805
-75.2323,-100.805
80.2501,107.528
-80.2501,-107.528
85.2613,114.243
-85.2613,-114.243
90.2791,120.966
-90.2791,-120.966
95.2968,127.689
-95.2968,-127.689
100.308,134.404
-100.308,-134.404
105.326,141.127
-105.326,-141.127
110.344,147.85
-110.344,-147.85
115.355,154.565
-115.355,-154.565
120.373,161.288
-120.373,-161.288
125.391,168.011
-125.391,-168.011
130.402,174.725
-130.402,-174.725
135.42,181.448
-135.42,-181.448
140.438,188.172
-140.438,-188.172
145.449,194.886
-145.449,-194.886
-257.447,-522.719
257.447,522.719
178.74,-265.004
-178.74,265.004
676.672,397.617
-676.672,-397.617
934.709,746.675
-934.709,-746.675
1033.38,881.402
-1033.38,-881.402
1126.58,1003.06
-1126.58,-1003.06
1055.85,1113.19
-1055.85,-1113.19
940.518,1300.19
-940.518,-1300.19
882.706,1399.45
-882.706,-1399.45
835.077,1470.94
-835.077,-1470.94
752.384,1614.9
-752.384,-1614.9
